CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD398000,10/13/2020 11:44:00 AM,118XX S EGGLESTON AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,RESIDENCE - YARD (FRONT / BACK),N,N,522,34,15,1175427,1826393,41.678991699,-87.633500827,"(41.678991699, -87.633500827)"
JD397905,10/13/2020 10:30:00 AM,013XX S MILLARD AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,SIDEWALK,N,Y,1011,24,04B,1152251,1893652,41.864046352,-87.716569511,"(41.864046352, -87.716569511)"
JD398539,10/13/2020 07:35:00 PM,031XX W OHIO ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,1221,27,26,1155167,1903825,41.891904115,-87.705591789,"(41.891904115, -87.705591789)"
JD398412,10/13/2020 05:50:00 PM,0000X W 112TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,522,34,08B,1177908,1830372,41.68985501,-87.624299546,"(41.68985501, -87.624299546)"
JD398632,10/13/2020 10:23:00 PM,016XX S KEDZIE AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,SIDEWALK,Y,N,1022,24,11,1155294,1891774,41.858832381,-87.705449136,"(41.858832381, -87.705449136)"
JD398171,10/13/2020 01:00:00 PM,122XX S CARPENTER ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,Y,524,34,26,1171546,1823611,41.671443053,-87.647787847,"(41.671443053, -87.647787847)"
JD398207,10/13/2020 03:23:00 PM,012XX N PULASKI RD,2027,NARCOTICS,POSSESS - CRACK,ALLEY,Y,N,2535,37,18,1149497,1907804,41.902934844,-87.726311945,"(41.902934844, -87.726311945)"
JD397660,10/13/2020 02:36:00 AM,066XX S KENWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,321,5,14,1186208,1861294,41.774516813,-87.592939605,"(41.774516813, -87.592939605)"
JD466590,12/15/2020 08:00:00 AM,046XX N HARDING AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1723,35,11,1149223,1930538,41.96532421,-87.726727556,"(41.96532421, -87.726727556)"
JD398361,10/13/2020 05:27:00 PM,059XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,232,20,14,1179054,1865775,41.786979142,-87.619028271,"(41.786979142, -87.619028271)"
JD462563,12/18/2020 11:15:00 AM,063XX S KEDZIE AVE,0870,THEFT,POCKET-PICKING,CONVENIENCE STORE,N,N,823,17,06,1156143,1862448,41.778340981,-87.703122242,"(41.778340981, -87.703122242)"
JE170473,03/13/2021 09:30:00 AM,027XX W DIVISION ST,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1211,26,08A,1157944,1907867,41.902939512,-87.69528267,"(41.902939512, -87.69528267)"
JD462857,12/18/2020 01:50:00 PM,009XX W WEED ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1822,27,06,1169814,1910460,41.909804314,-87.651606387,"(41.909804314, -87.651606387)"
JD398102,10/13/2020 01:00:00 PM,019XX N CLARK ST,0810,THEFT,OVER $500,STREET,N,N,1814,43,06,1174198,1913243,41.91734425,-87.635418351,"(41.91734425, -87.635418351)"
JD399108,10/13/2020 02:30:00 PM,003XX E 116TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,N,N,532,9,04A,1180274,1827745,41.682592379,-87.61571775,"(41.682592379, -87.61571775)"
JD397944,10/13/2020 11:38:00 AM,042XX N BELL AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,1911,47,03,1160601,1928165,41.958583912,-87.68495917,"(41.958583912, -87.68495917)"
JD462602,12/18/2020 08:53:00 AM,102XX S GREEN ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2232,34,26,1172457,1836936,41.707989025,-87.644063387,"(41.707989025, -87.644063387)"
JD463131,12/18/2020 11:34:00 PM,036XX S HERMITAGE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE NON-COMMERCIAL,N,N,912,12,15,1165278,1880630,41.828045945,-87.669117612,"(41.828045945, -87.669117612)"
JD398238,10/13/2020 03:45:00 PM,052XX W SCHOOL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1634,31,08B,1140897,1921440,41.940516133,-87.757565463,"(41.940516133, -87.757565463)"
JD399091,10/13/2020 07:30:00 PM,049XX S ARTESIAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,923,14,11,1160868,1871632,41.803446769,-87.685546342,"(41.803446769, -87.685546342)"
JD398134,10/13/2020 02:00:00 PM,064XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,N,726,15,08B,1164463,1861951,41.776805778,-87.672634545,"(41.776805778, -87.672634545)"
JD397962,10/13/2020 10:00:00 AM,070XX S MAY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,733,6,07,1169870,1858059,41.766009942,-87.65292555,"(41.766009942, -87.65292555)"
JD397734,10/13/2020 07:26:00 AM,081XX S COLES AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,422,7,08A,1198237,1851494,41.747332328,-87.549171709,"(41.747332328, -87.549171709)"
JD398121,10/13/2020 03:00:00 AM,070XX S MAPLEWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,832,17,07,1160590,1857904,41.765781008,-87.686944402,"(41.765781008, -87.686944402)"
JD398352,10/13/2020 05:12:00 PM,005XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,1831,42,14,1175446,1903781,41.891352111,-87.6311178,"(41.891352111, -87.6311178)"
JD398692,10/13/2020 11:48:00 PM,008XX W MAXWELL ST,0325,ROBBERY,VEHICULAR HIJACKING,STREET,N,N,1232,11,03,1171149,1894061,41.86477517,-87.647183894,"(41.86477517, -87.647183894)"
JD397635,10/13/2020 12:58:00 AM,040XX W 115TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2211,19,08B,1151285,1828011,41.683935959,-87.721829061,"(41.683935959, -87.721829061)"
JD398616,10/13/2020 09:54:00 PM,092XX S ELLIS AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,ALLEY,N,N,413,8,15,1184500,1843921,41.726883704,-87.599743769,"(41.726883704, -87.599743769)"
JD398548,10/13/2020 08:00:00 PM,097XX S WALLACE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,2223,34,15,1174022,1840224,41.716977251,-87.638235094,"(41.716977251, -87.638235094)"
JD398367,10/13/2020 05:15:00 PM,001XX E 111TH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,N,Y,531,9,04B,1179356,1831399,41.692640416,-87.618967244,"(41.692640416, -87.618967244)"
JD399233,10/13/2020 07:30:00 AM,028XX N ORCHARD ST,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,1934,44,10,1171085,1919024,41.933276531,-87.646685387,"(41.933276531, -87.646685387)"
JD397723,10/13/2020 08:01:00 AM,013XX S LOOMIS ST,041A,BATTERY,AGGRAVATED - HANDGUN,CHA PARKING LOT / GROUNDS,N,N,1233,28,04B,1167250,1893946,41.864544223,-87.661500368,"(41.864544223, -87.661500368)"
JD397987,10/13/2020 12:20:00 PM,006XX E 89TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,633,6,06,1182004,1845773,41.732023819,-87.608829726,"(41.732023819, -87.608829726)"
JD398789,10/13/2020 02:05:00 PM,051XX N NEENAH AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1613,45,06,1131906,1933717,41.974366471,-87.790325163,"(41.974366471, -87.790325163)"
JD398577,10/13/2020 08:30:00 PM,027XX W 85TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,835,18,14,1159537,1848260,41.739338035,-87.691067904,"(41.739338035, -87.691067904)"
JD462159,12/18/2020 12:33:00 AM,002XX W 110TH ST,0460,BATTERY,SIMPLE,RESIDENCE,N,N,513,34,08B,1176620,1831995,41.694337758,-87.628966327,"(41.694337758, -87.628966327)"
JD398259,10/13/2020 04:15:00 PM,003XX W 119TH ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,N,522,34,08A,1176003,1826010,41.677927829,-87.631403865,"(41.677927829, -87.631403865)"
JD333146,08/15/2020 09:04:00 AM,012XX S INDEPENDENCE BLVD,0560,ASSAULT,SIMPLE,GAS STATION,N,N,1011,24,08A,1151282,1894278,41.865783217,-87.720110283,"(41.865783217, -87.720110283)"
JD397976,10/13/2020 12:00:00 PM,136XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,533,9,08B,1179966,1814935,41.6474468,-87.617234833,"(41.6474468, -87.617234833)"
JD399639,10/13/2020 06:00:00 PM,007XX W 72ND ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,732,6,04B,1172810,1857138,41.763418282,-87.642176575,"(41.763418282, -87.642176575)"
JD397917,10/13/2020 12:01:00 AM,076XX S JEFFERY BLVD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SMALL RETAIL STORE,N,N,414,8,14,1190863,1854706,41.756327569,-87.576088045,"(41.756327569, -87.576088045)"
JD399015,10/13/2020 10:45:00 AM,021XX N LAWNDALE AVE,0810,THEFT,OVER $500,STREET,N,N,2525,35,06,1151358,1914133,41.920265869,-87.719309662,"(41.920265869, -87.719309662)"
JD398011,10/13/2020 12:00:00 PM,005XX W 60TH ST,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,RESIDENCE - YARD (FRONT / BACK),N,N,711,20,26,1173788,1865104,41.785256277,-87.638356077,"(41.785256277, -87.638356077)"
JD397640,10/13/2020 01:02:00 AM,008XX E 67TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,321,5,15,1182961,1860768,41.773149512,-87.604858758,"(41.773149512, -87.604858758)"
JD398743,10/13/2020 06:00:00 PM,018XX W NORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1424,2,07,1163639,1910678,41.910534957,-87.674284539,"(41.910534957, -87.674284539)"
JD397632,10/13/2020 12:55:00 AM,007XX E 105TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,512,9,04B,1183023,1835491,41.703785163,-87.605415214,"(41.703785163, -87.605415214)"
JD397670,10/13/2020 02:30:00 AM,026XX N FAIRFIELD AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,Y,1411,32,02,1157581,1917542,41.929495874,-87.696352091,"(41.929495874, -87.696352091)"
JD466503,12/17/2020 02:00:00 PM,029XX N LINCOLN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1932,32,11,1166837,1919658,41.935108557,-87.662278171,"(41.935108557, -87.662278171)"
JD398611,10/13/2020 09:45:00 PM,035XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,1925,46,06,1171076,1923738,41.946212132,-87.646579678,"(41.946212132, -87.646579678)"
JD398105,10/13/2020 02:00:00 PM,021XX W 70TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,735,17,11,1163492,1857891,41.765684997,-87.676307912,"(41.765684997, -87.676307912)"
JD391406,10/06/2020 10:00:00 PM,067XX S ASHLAND AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,725,16,04B,1166833,1860055,41.771552614,-87.66400029,"(41.771552614, -87.66400029)"
JE167645,03/13/2021 08:00:00 AM,057XX S CICERO AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,N,N,813,13,14,1145654,1866253,41.788987036,-87.74147999,"(41.788987036, -87.74147999)"
JD398262,10/13/2020 08:00:00 AM,002XX W 111TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,N,N,522,34,14,1176578,1830999,41.691605529,-87.629149911,"(41.691605529, -87.629149911)"
JD463032,12/18/2020 08:33:00 PM,002XX E SUPERIOR ST,1330,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING / GROUNDS,N,N,1833,2,26,1178037,1905414,41.895774559,-87.621552652,"(41.895774559, -87.621552652)"
JD398753,10/13/2020 10:36:00 PM,004XX E 95TH ST,0820,THEFT,$500 AND UNDER,GAS STATION,N,N,633,9,06,1180667,1842071,41.721895856,-87.613841024,"(41.721895856, -87.613841024)"
JD398128,10/13/2020 12:00:00 PM,036XX W DIVERSEY AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,2524,35,26,1151677,1918375,41.931900005,-87.718025747,"(41.931900005, -87.718025747)"
JD398089,10/13/2020 12:55:00 PM,021XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1212,2,08B,1161870,1907965,41.903127397,-87.680858986,"(41.903127397, -87.680858986)"
JD398514,10/13/2020 06:00:00 PM,064XX S RHODES AVE,0810,THEFT,OVER $500,APARTMENT,N,Y,312,20,06,1181007,1862505,41.777961205,-87.611968161,"(41.777961205, -87.611968161)"
JD462984,12/18/2020 07:24:00 PM,076XX S EXCHANGE AVE,2031,NARCOTICS,POSSESS - METHAMPHETAMINE,STREET,Y,N,421,7,18,1195895,1854861,41.756629878,-87.557642042,"(41.756629878, -87.557642042)"
JD398232,10/13/2020 03:23:00 PM,007XX E 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,624,6,08B,1182684,1852791,41.751266254,-87.606121368,"(41.751266254, -87.606121368)"
JD465476,12/09/2020 01:00:00 PM,070XX S CLYDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,331,5,14,1191431,1858644,41.767120022,-87.573879063,"(41.767120022, -87.573879063)"
JD398542,10/13/2020 08:08:00 PM,073XX S KEDZIE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,835,18,15,1156362,1855740,41.7599288,-87.702499739,"(41.7599288, -87.702499739)"
JD398175,10/13/2020 11:35:00 AM,041XX W CONGRESS PKWY,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1132,28,11,1148945,1897372,41.874319005,-87.728609608,"(41.874319005, -87.728609608)"
JD462238,12/18/2020 05:46:00 AM,085XX S CICERO AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,HOTEL / MOTEL,N,Y,834,18,04B,1145925,1847569,41.737709752,-87.740958098,"(41.737709752, -87.740958098)"
JD458795,12/14/2020 12:17:00 PM,059XX S DAMEN AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,PARK PROPERTY,N,N,714,16,03,1164045,1865226,41.78580161,-87.674074874,"(41.78580161, -87.674074874)"
JD397608,10/13/2020 12:04:00 AM,022XX W FARRAGUT AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,N,N,2012,40,08A,1160457,1934823,41.976856772,-87.685303432,"(41.976856772, -87.685303432)"
JD462192,12/18/2020 01:30:00 AM,063XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,312,20,08B,1180014,1862863,41.778966393,-87.615597542,"(41.778966393, -87.615597542)"
JD463141,12/18/2020 05:00:00 AM,058XX S TRIPP AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,813,13,05,1149032,1865599,41.787127877,-87.72911069,"(41.787127877, -87.72911069)"
JD398094,10/13/2020 01:49:00 PM,035XX S INDIANA AVE,2020,NARCOTICS,POSSESS - AMPHETAMINES,SIDEWALK,Y,N,212,3,18,1178178,1881701,41.830701415,-87.621756659,"(41.830701415, -87.621756659)"
JD398321,10/13/2020 02:00:00 PM,075XX S PAULINA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,611,17,08A,1166323,1854600,41.756594235,-87.66602491,"(41.756594235, -87.66602491)"
JD397998,10/13/2020 12:00:00 PM,016XX S CLARK ST,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,Y,N,131,3,08B,1175771,1892266,41.859746945,-87.630270643,"(41.859746945, -87.630270643)"
JD463109,12/18/2020 10:23:00 PM,059XX S PAULINA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE,Y,N,714,15,15,1166030,1865214,41.785726684,-87.666797243,"(41.785726684, -87.666797243)"
JD398518,10/13/2020 07:25:00 PM,011XX N WOLCOTT AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,1212,1,03,1163526,1907592,41.902069133,-87.674786693,"(41.902069133, -87.674786693)"
JD397773,10/13/2020 12:44:00 AM,028XX S MILLARD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,1032,22,26,1152500,1884839,41.839857514,-87.715888062,"(41.839857514, -87.715888062)"
JD398318,10/13/2020 02:15:00 PM,077XX S SAGINAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,421,7,08B,1195264,1854250,41.754968838,-87.559974619,"(41.754968838, -87.559974619)"
JD397912,10/13/2020 11:19:00 AM,011XX W JACKSON BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,DEPARTMENT STORE,N,N,1232,25,08A,1168933,1898798,41.877822179,-87.655181405,"(41.877822179, -87.655181405)"
JD397936,10/13/2020 04:00:00 AM,053XX W HIRSCH ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,2532,37,06,1140626,1908801,41.905838357,-87.75887269,"(41.905838357, -87.75887269)"
JD397716,10/13/2020 06:45:00 AM,069XX S CRANDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,331,5,08B,1192521,1859477,41.769379357,-87.569856736,"(41.769379357, -87.569856736)"
JD462637,12/18/2020 02:00:00 PM,004XX W 66TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,722,6,14,1174611,1860841,41.773539841,-87.635465451,"(41.773539841, -87.635465451)"
JD464642,12/18/2020 06:00:00 AM,038XX W ARTHINGTON ST,0810,THEFT,OVER $500,APARTMENT,N,N,1133,24,06,1150950,1895761,41.86985924,-87.721290269,"(41.86985924, -87.721290269)"
JD397859,10/13/2020 10:20:00 AM,009XX N HAMLIN AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1112,27,04B,1150884,1905904,41.897694011,-87.721266986,"(41.897694011, -87.721266986)"
JD398211,10/13/2020 01:30:00 PM,007XX W RANDOLPH SD,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,N,N,1224,27,26,1171198,1901262,41.884534151,-87.646792573,"(41.884534151, -87.646792573)"
JE167698,03/13/2021 10:00:00 AM,062XX N BROADWAY,0460,BATTERY,SIMPLE,RESTAURANT,N,N,2433,48,08B,1167168,1941591,41.995286373,-87.660428707,"(41.995286373, -87.660428707)"
JD398439,10/13/2020 06:25:00 PM,011XX N MASON AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,SIDEWALK,N,Y,1511,29,04B,1136488,1907011,41.901001413,-87.774116143,"(41.901001413, -87.774116143)"
JD398288,10/13/2020 03:00:00 PM,016XX W TAYLOR ST,0820,THEFT,$500 AND UNDER,VACANT LOT / LAND,N,N,1231,27,06,1165798,1895652,41.869256691,-87.666782001,"(41.869256691, -87.666782001)"
JD398560,10/13/2020 04:30:00 PM,050XX N FRANCISCO AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,2031,40,11,1156127,1933285,41.972725199,-87.701268494,"(41.972725199, -87.701268494)"
JD399249,10/13/2020 06:00:00 PM,054XX S INGLESIDE AVE,0810,THEFT,OVER $500,STREET,N,N,233,5,06,1183457,1869424,41.796890794,-87.602770958,"(41.796890794, -87.602770958)"
JD466446,12/14/2020 02:00:00 PM,045XX W BERTEAU AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1722,45,11,1145372,1927518,41.957111031,-87.740963706,"(41.957111031, -87.740963706)"
JD398065,10/13/2020 01:00:00 PM,037XX W GRENSHAW ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,1133,24,26,1151716,1894784,41.86716322,-87.718503727,"(41.86716322, -87.718503727)"
JD397687,10/13/2020 06:24:00 AM,072XX S SANGAMON ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,733,6,03,1171225,1856927,41.762874072,-87.647992068,"(41.762874072, -87.647992068)"
JD305787,07/19/2020 05:19:00 AM,005XX N KINGSBURY ST,0810,THEFT,OVER $500,SIDEWALK,N,N,1831,42,06,1173193,1903598,41.890900247,-87.639397357,"(41.890900247, -87.639397357)"
JD398598,10/13/2020 07:30:00 PM,014XX N MAGNOLIA AVE,0810,THEFT,OVER $500,STREET,N,N,1433,27,06,1167570,1909476,41.907152802,-87.659878245,"(41.907152802, -87.659878245)"
JD398305,10/13/2020 09:00:00 AM,030XX W MADISON ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1222,27,06,1155864,1899859,41.881007008,-87.703138973,"(41.881007008, -87.703138973)"
JD398032,10/13/2020 10:20:00 AM,077XX S CLYDE AVE,0460,BATTERY,SIMPLE,STREET,N,N,414,8,08B,1191548,1853986,41.754335256,-87.573601005,"(41.754335256, -87.573601005)"
JD463384,12/18/2020 09:00:00 PM,044XX W LAWRENCE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1712,39,14,1145696,1931531,41.968116867,-87.739670358,"(41.968116867, -87.739670358)"
JD466682,12/15/2020 04:00:00 PM,004XX W HURON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1831,42,11,1172837,1904984,41.894711405,-87.640663664,"(41.894711405, -87.640663664)"
JD398602,10/13/2020 07:15:00 AM,012XX W 86TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,613,21,14,1169706,1847759,41.737748922,-87.653824833,"(41.737748922, -87.653824833)"
JD397767,10/13/2020 08:00:00 AM,057XX S MAPLEWOOD AVE,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,N,N,824,16,06,1160350,1866618,41.789698393,-87.687584245,"(41.789698393, -87.687584245)"
JD398092,10/13/2020 01:19:00 PM,037XX N WOLCOTT AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,ALLEY,N,N,1922,47,03,1163011,1924790,41.949272366,-87.676194237,"(41.949272366, -87.676194237)"
JD466149,12/15/2020 12:00:00 AM,069XX S PRAIRIE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,322,6,11,1179244,1858905,41.768122835,-87.618541006,"(41.768122835, -87.618541006)"
JD399321,10/13/2020 10:00:00 PM,043XX W MAYPOLE AVE,0890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,N,N,1114,28,06,1147535,1901104,41.884587187,-87.733690807,"(41.884587187, -87.733690807)"
JD466079,11/10/2020 12:00:00 PM,015XX E 80TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,411,8,11,1187716,1852243,41.7496443,-87.58769921,"(41.7496443, -87.58769921)"
JD398243,10/13/2020 03:00:00 PM,023XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1024,22,08B,1154064,1888328,41.849400753,-87.710055891,"(41.849400753, -87.710055891)"
JD462202,12/18/2020 02:24:00 AM,003XX S MAPLEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1125,27,14,1159433,1898408,41.876952665,-87.69007375,"(41.876952665, -87.69007375)"
JD399675,10/13/2020 07:30:00 PM,077XX S CARPENTER ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,612,17,06,1170658,1853403,41.75321614,-87.650172786,"(41.75321614, -87.650172786)"
JD398166,10/13/2020 02:00:00 PM,071XX S UNIVERSITY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,324,5,08B,1185115,1857981,41.765451389,-87.597050277,"(41.765451389, -87.597050277)"
JD398526,10/13/2020 08:00:00 PM,040XX S KEDZIE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,821,14,18,1155670,1877706,41.820220553,-87.704447056,"(41.820220553, -87.704447056)"
JD463138,12/18/2020 11:45:00 PM,064XX S WESTERN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,825,16,15,1161479,1861884,41.776684311,-87.683575689,"(41.776684311, -87.683575689)"
JE167758,03/13/2021 11:05:00 AM,039XX W GLADYS AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,1132,28,18,1150173,1898065,41.876196845,-87.724082848,"(41.876196845, -87.724082848)"
JD398433,10/13/2020 07:00:00 AM,023XX N MARMORA AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2515,36,05,1136674,1914921,41.922704067,-87.773243212,"(41.922704067, -87.773243212)"
JD397761,10/13/2020 08:36:00 AM,020XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),Y,N,1814,43,14,1173852,1913957,41.919311217,-87.636668238,"(41.919311217, -87.636668238)"
JD398513,10/13/2020 07:16:00 PM,077XX S PHILLIPS AVE,0460,BATTERY,SIMPLE,STREET,Y,N,421,7,08B,1193871,1854220,41.754920763,-87.565080452,"(41.754920763, -87.565080452)"
JD398816,10/13/2020 10:00:00 PM,001XX N WALLER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1512,29,14,1138135,1900534,41.883198086,-87.768223175,"(41.883198086, -87.768223175)"
JD397705,10/13/2020 06:20:00 AM,029XX W GRAND AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1211,26,06,1156355,1905377,41.896139013,-87.701186781,"(41.896139013, -87.701186781)"
JD398104,10/13/2020 01:45:00 PM,065XX S TALMAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,831,17,15,1159837,1861075,41.774498187,-87.689617427,"(41.774498187, -87.689617427)"
JD462582,12/18/2020 01:21:00 PM,131XX S INGLESIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,N,N,533,9,08B,1184828,1818409,41.656867778,-87.599338599,"(41.656867778, -87.599338599)"
